Lake,Lat,Lon,PW,Chlorophyll,NDVI,Depth,PD,PWLG,DepthLG,PDLG,DepthLG10
NA_417,54.30020807,-105.6969436,443.7234963,35.84024372,0.095357701,150,2.958156642,2.648090075,2.178976947,1.215290542,2.176091259
AS_410,38.0573817,30.85773975,445.2164188,3.951592023,0.254018487,14,31.80117277,2.649545546,1.176091259,2.252840097,1.146128036
EU_384,49.98132823,31.27170669,445.3545549,10.51800951,0.354926063,3,148.4515183,2.649679971,0.602059991,4.401023169,0.477121255
NA_350,16.045977,-92.38105975,449.8591655,19.13397282,0.54991596,1.96875,228.4998936,2.654040903,0.472573627,5.616142652,0.294190571
AF_373,5.26780544,-4.348712418,452.2730732,4.405180305,0.457430228,80.41211,5.624439816,2.65635992,1.910689011,1.390262835,1.905321458
AS_413,44.60364825,81.16990726,452.9966845,0.438675943,0.037922612,49.5166,9.14838023,2.657052681,1.703434113,1.559821223,1.694750817
AS_389,31.12221727,88.34467653,464.2768953,1.725597391,0.124292734,16.045898,28.93430429,2.667711487,1.231619885,2.166018525,1.205364027
NA_371,49.37033,-117.9638435,466.4949413,10.91019642,0.504964021,13,35.88422625,2.669776916,1.146128036,2.32938802,1.113943352
NA_377,60.492625,-121.318625,474.8179696,10.35668994,0.268274576,41,11.58092609,2.677440839,1.62324929,1.649432934,1.612783857
AS_327,21.63640313,83.79845371,481.2801061,22.49660219,0.315450347,18.773438,25.63622636,2.683299348,1.296082186,2.070315737,1.273543813
AS_343,40.92519062,46.75774426,481.8118392,7.952469573,0.103330664,8.581055,56.148322,2.683777911,0.981413333,2.734605105,0.933540686
NA_378,39.09657491,-120.0334802,484.1088089,0.261029952,0.256440439,251.77441,1.922787979,2.685839161,2.402733105,1.117826676,2.401011587
SA_358,-40.96984965,-71.50816579,508.9394752,1.199931554,0.631889302,147.75781,3.444416747,2.707518633,2.172479776,1.246280247,2.169550446
NA_363,51.25670856,-99.77266727,509.9754821,19.380755,0.12832239,5,101.9950964,2.708400062,0.77815125,3.48055736,0.698970004
SA_335,-54.5612143,-67.9386828,541.3718291,1.293000249,0.166664256,49.035156,11.04048347,2.734297124,1.699275258,1.609096061,1.690507561
SA_296,-2.278520884,-54.27382291,548.5531839,12.39728521,0.31993253,3,182.8510613,2.740009728,0.602059991,4.551057648,0.477121255
AS_319,38.658125,39.5350625,550.7956837,7.31554022,0.157096782,45,12.23990408,2.741778299,1.662757832,1.648934226,1.653212514
EU_306,68.4285825,30.989452,551.680961,2.613150212,0.374104876,15,36.77873073,2.742474504,1.204119983,2.277575776,1.176091259
NA_328,58.62926433,-155.9014252,568.9902438,2.533261718,0.148236775,5,113.7980488,2.755867422,0.77815125,3.541557532,0.698970004
EU_310,65.06225,31.188125,570.5392317,10.21347451,0.378326918,10.7421875,53.11201575,2.757046047,1.069749011,2.5772831,1.031092729
OC_317,-38.79599092,175.8946679,585.4279712,3.873049112,0.479299789,90,6.504755236,2.768214677,1.959041392,1.413045527,1.954242509
SA_272,-31.229976,-57.8262615,591.1408593,13.91059043,0.458291991,6,98.52347655,2.77242503,0.84509804,3.28059574,0.77815125
AS_307,47.80887128,117.697738,596.1778684,33.27586997,-0.054168211,6,99.36297807,2.776103704,0.84509804,3.284948696,0.77815125
AS_289,34.90008768,97.69404749,615.130039,3.109615286,-0.011311274,17.708984,34.73547884,2.789672383,1.272050204,2.19305211,1.248193646
AS_235,30.02301519,116.2973041,633.7136411,22.09307492,0.295930097,8,79.21420514,2.802577832,0.954242509,2.936966027,0.903089987
NA_284,52.95525,-93.091,645.2997091,13.17510071,0.424208888,21,30.72855758,2.81043396,1.342422681,2.093553693,1.322219295
AS_275,35.28487886,136.0888301,649.0233948,15.79242414,0.721728932,23.763672,27.31157856,2.812928987,1.393815043,2.018150831,1.375913549
AS_173,29.23086467,112.8993078,669.0844797,33.02639759,0.336458321,6,111.51408,2.826129559,0.84509804,3.344144023,0.77815125
AS_226,32.83902478,119.3008886,695.8098562,15.39236241,0.030242955,6.7890625,102.4898292,2.843114285,0.891485189,3.18918847,0.831809807
AS_186,44.91271119,82.89722249,707.835632,14.06290311,0.022342436,9.014648,78.52060691,2.850545541,1.000635689,2.848734631,0.954948773
AS_250,31.57223005,117.5351344,754.8408474,18.83182974,0.084337715,7,107.8344068,2.878430359,0.903089987,3.187312892,0.84509804
NA_241,69.231138,-132.1588645,782.4919445,11.08654047,0.076004948,25,31.29967778,2.894034536,1.414973348,2.045292613,1.397940009
EU_224,67.415428,32.25216875,784.8772129,3.999663334,0.254098898,12,65.40643441,2.895354696,1.113943352,2.599193837,1.079181246
NA_242,46.26304489,-79.76137648,789.0326923,33.8392959,0.256424686,4,197.2581731,2.897645063,0.698970004,4.145592866,0.602059991
NA_229,53.69075,-94.337,803.188613,10.26815125,0.283606084,21,38.24707681,2.905357919,1.342422681,2.164264625,1.322219295
SA_225,-41.14516332,-72.81061339,823.3053791,0.390297082,0.162051758,152.14941,5.411163797,2.916088134,2.185115328,1.334523673,2.182270273
AS_219,47.25585354,87.28959448,852.2480024,5.350997855,-0.049996855,8,106.5310003,2.93107528,0.954242509,3.071625138,0.903089987
AS_215,14.39125,121.1588125,854.40917,19.654784,-0.032561852,13.188477,64.78452137,2.932173902,1.151935781,2.545431743,1.120194646
EU_214,57.05928,54.8198875,863.7784593,78.72938538,0.390899667,8,107.9723074,2.936904863,0.954242509,3.07773426,0.903089987
AS_164,41.97926809,87.01507807,987.8278863,16.45720655,0.013553694,13.158203,75.07316054,2.995120706,1.151008135,2.602171622,1.119196582
AS_174,54.52142038,82.38868441,1027.709152,16.71938027,0.390173384,9,114.1899058,3.012292604,1,3.012292604,0.954242509
NA_172,48.59207774,-72.04811585,1075.73325,27.62557743,-0.022318822,19.66211,54.7109771,3.032108124,1.315174669,2.305479413,1.293630121
NA_165,44.59129106,-73.30658102,1084.564202,21.30149165,0.33157553,37.71289,28.75844842,3.035655513,1.587855594,1.911795711,1.576489814
NA_160,42.45355426,-82.67331907,1120.681197,3.437721426,-0.045432166,2.6679688,420.0503383,3.04986944,0.564425633,5.403492085,0.426180747
EU_155,63.58139665,34.75356406,1137.004677,0.276550539,0.112232669,8.544922,133.0620311,3.056144047,0.979772384,3.119238813,0.931708103
NA_149,55.12662297,-104.9290725,1219.701022,31.72322391,0.148191132,13,93.82315554,3.086609308,1.146128036,2.693075479,1.113943352
SA_118,-27.40487406,-56.35235068,1321.453485,8.111603617,0.120484244,13,101.6502681,3.121380405,1.146128036,2.723413361,1.113943352
AS_115,33.3120556,118.5823669,1419.09659,14.01812064,-0.070269398,0.99999994,1419.096675,3.152317885,0.301029983,10.4717738,-2.61E-08
SA_127,-50.24884572,-72.66097707,1443.656723,1.135809658,0.101976233,150,9.624378153,3.159764663,2.178976947,1.450113856,2.176091259
EU_123,60.06997077,37.80106684,1486.221681,26.18852037,0.091270785,4.395508,338.1228475,3.172375708,0.732032341,4.333655129,0.643009075
NA_113,63.31818696,-117.9564867,1621.32886,19.2701461,0.029838838,9.670898,167.6502906,3.210138894,1.028200969,3.122092851,0.985466803
NA_114,30.18340715,-90.11574176,1651.952003,11.08866071,0,1.4804688,1115.830339,3.218260243,0.394533769,8.157122401,0.170399259
SA_108,-46.46925,-71.55725,1734.188751,0.323978244,0.176685169,290,5.97996121,3.239346724,2.463892989,1.314727035,2.462397998
AS_99,48.94800857,117.3984754,1944.934663,9.788181875,-0.055160393,5,388.9869326,3.289128254,0.77815125,4.226849539,0.698970004
AS_102,30.73802168,90.60284628,1957.109022,0.562436383,-0.003040111,16.570312,118.1093646,3.291836868,1.244779473,2.6445141,1.219330686
AS_97,62.958921,111.7536108,2011.312994,8.5,0.243689088,32,62.85353106,3.303695532,1.51851394,2.175610934,1.505149978
NA_98,58.23421357,-103.2943961,2025.954448,18.49298065,0.051527883,20,101.2977224,3.306843989,1.322219295,2.500979983,1.301029996
AS_66,29.12117457,116.280422,2164.176296,17.64256596,0.233956757,8,270.522037,3.335493264,0.954242509,3.495435627,0.903089987
AS_82,54.5465125,128.5954693,2179.229952,9.513898118,0.359222291,8.374023,260.2369198,3.338502302,0.971926015,3.434934605,0.922934149
SA_60,-9.703323598,-41.69739652,2372.411098,5.264567682,0.14286369,11.291992,210.0967746,3.375372969,1.089622269,3.097745948,1.052770562
NA_74,59.55279366,-155.0929439,2542.891944,2.127165078,0.004574313,32.70703,77.7475651,3.40549866,1.527720488,2.229137259,1.514641109
AS_42,37.6678699,45.46546387,3160.09534,3.35999477,-0.024977713,23.283203,135.7242532,3.499837595,1.38530597,2.526400426,1.367042725
EU_58,58.54719539,27.54439487,3400.291078,42.27983876,-0.060472708,6.15625,552.3315457,3.5316438,0.854685504,4.13209746,0.789316248
AS_56,38.64362709,42.95331027,3522.179568,1.60788721,-0.025819544,65.69238,53.61625759,3.546934779,1.824076216,1.944510184,1.817514996
AS_46,36.88672361,100.2006354,4231.328844,2.212899019,-0.095947355,18,235.0738247,3.626579404,1.278753601,2.836026738,1.255272505
AS_44,44.99953904,132.411587,4289.251642,5.296850834,-0.051414063,4,1072.312911,3.632482766,0.698970004,5.196907941,0.602059991
AS_15,46.62588,76.36275,16915.46,1.787740234,-0.016950581,7.2695312,2326.898329,4.228309486,0.91748089,4.608607691,0.861506405
AF_4,-1.0994,32.91184,65441.81,21.56337202,-0.033575313,65.53613,998.5607939,4.815861939,1.823057537,2.641640124,1.816480792
